
instance time incumbent bks
==========Running script at 2025-12-18 20:49:26==========
lipa60b 5.46 4.22 2520135.0 2520135 0.0000
lipa70a 11.53 10.24 171308.0 169755 0.0091
lipa70b 11.78 10.45 4603200.0 4603200 0.0000
lipa80a 14.52 13.19 255270.0 253195 0.0082
lipa80b 14.71 13.38 7763962.0 7763962 0.0000
lipa90a 22.08 20.65 363263.0 360630 0.0073
lipa90b 22.31 20.88 12490441.0 12490441 0.0000
nug12 2.24 1.16 578.0 578 0.0000
nug14 2.30 1.19 1014.0 1014 0.0000
nug15 2.30 1.17 1150.0 1150 0.0000
nug16a 2.28 1.17 1610.0 1610 0.0000
nug16b 2.27 1.18 1240.0 1240 0.0000
nug17 8.08 6.01 1732.0 1732 0.0000
nug18 2.31 1.23 1930.0 1930 0.0000
nug20 2.31 1.26 2570.0 2570 0.0000
nug21 9.00 6.85 2438.0 2438 0.0000
nug22 2.37 1.26 3596.0 3596 0.0000
nug24 8.78 6.67 3488.0 3488 0.0000
nug25 2.45 1.30 3748.0 3744 0.0011
nug27 9.11 7.03 5236.0 5234 0.0004
nug28 8.89 6.79 5172.0 5166 0.0012
nug30 2.49 1.34 6124.0 6124 0.0000
rou12 2.21 1.17 235528.0 235528 0.0000
rou15 2.26 1.16 354210.0 354210 0.0000
rou20 2.31 1.22 726812.0 725522 0.0018
scr12 2.26 1.20 31410.0 31410 0.0000
scr15 2.28 1.17 51140.0 51140 0.0000
scr20 2.30 1.22 110030.0 110030 0.0000
sko100a 29.49 28.02 152948.0 152002 0.0062
sko100b 29.50 28.01 155146.0 153890 0.0082
sko100c 29.58 28.09 148788.0 147862 0.0063
sko100d 29.53 28.05 150718.0 149576 0.0076
sko100e 29.51 28.03 150284.0 149150 0.0076
sko100f 29.51 28.02 150262.0 149036 0.0082
sko42 9.92 7.71 15856.0 15812 0.0028
sko49 10.99 8.74 23464.0 23386 0.0033
sko56 11.06 8.80 34558.0 34458 0.0029
sko64 5.88 4.63 48736.0 48498 0.0049
sko72 11.57 10.29 66678.0 66256 0.0064
sko81 17.36 15.99 91658.0 90998 0.0073
sko90 22.13 20.69 116354.0 115534 0.0071
ste36b 9.02 6.86 15852.0 15852 0.0000
ste36c 2.97 1.86 8279388.0 8239110 0.0049
==========Running script at 2025-12-25 23:16:54, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bur26a 3.04 1.88 5436998.0 5426670 0.0019
bur26b 3.04 1.88 3828166.0 3817852 0.0027
bur26c 3.04 1.88 5449843.0 5426795 0.0042
bur26d 3.07 1.89 3840658.5 3821225 0.0051
bur26e 3.05 1.89 5412332.5 5386879 0.0047
bur26f 3.05 1.89 3806883.5 3782044 0.0066
bur26g 3.04 1.89 10181355.5 10117172 0.0063
bur26h 3.03 1.89 7158261.5 7098658 0.0084
chr12a 2.31 1.21 9552.0 9552 0.0000
chr12b 2.26 1.17 9742.0 9742 0.0000
==========Running script at 2025-12-25 23:17:59, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bur26a 3.04 1.89 5436998.0 5426670 0.0019
bur26b 3.03 1.88 3828166.0 3817852 0.0027
==========Running script at 2025-12-25 23:18:19, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bur26a 3.04 1.89 5436998.0 5426670 0.0019
bur26b 3.03 1.88 3828166.0 3817852 0.0027
bur26c 3.06 1.89 5449843.0 5426795 0.0042
bur26d 3.03 1.89 3840658.5 3821225 0.0051
==========Running script at 2025-12-25 23:19:56, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bur26a 3.04 1.90 5436998.0 5426670 0.0019
bur26b 3.08 1.89 3828166.0 3817852 0.0027
bur26c 3.05 1.89 5449843.0 5426795 0.0042
bur26d 3.03 1.89 3840658.5 3821225 0.0051
==========Running script at 2025-12-25 23:20:53, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bur26a 3.04 1.89 5430020.0 5426670 0.0006
bur26b 3.02 1.88 3818963.0 3817852 0.0003
bur26c 3.02 1.89 5426795.0 5426795 0.0000
bur26d 3.03 1.88 3821291.0 3821225 0.0000
bur26e 3.04 1.89 5387379.0 5386879 0.0001
==========Running script at 2025-12-25 23:21:27, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bur26a 3.03 1.89 5430020.0 5426670 0.0006
bur26b 3.04 1.89 3818963.0 3817852 0.0003
bur26c 3.05 1.89 5426795.0 5426795 0.0000
bur26d 3.02 1.89 3821291.0 3821225 0.0000
bur26e 3.03 1.88 5387379.0 5386879 0.0001
bur26f 3.05 1.88 3782364.0 3782044 0.0001
bur26g 3.02 1.88 10119260.0 10117172 0.0002
bur26h 3.03 1.89 7099762.0 7098658 0.0002
chr12a 2.27 1.20 9552.0 9552 0.0000
chr12b 2.27 1.18 9742.0 9742 0.0000
chr12c 2.27 1.18 11156.0 11156 0.0000
chr15a 2.39 1.26 9936.0 9896 0.0040
chr15b 2.36 1.25 7990.0 7990 0.0000
chr15c 2.36 1.24 9504.0 9504 0.0000
chr18a 2.56 1.44 11142.0 11098 0.0040
chr18b 2.56 1.44 1534.0 1534 0.0000
chr20a 2.67 1.54 2224.0 2192 0.0146
chr20b 2.64 1.55 2452.0 2298 0.0670
chr20c 2.65 1.55 14150.0 14142 0.0006
chr22a 2.73 1.59 6508.0 6156 0.0572
chr22b 2.73 1.59 6608.0 6194 0.0668
chr25a 3.16 1.99 4212.0 3796 0.1096
els19 2.70 1.58 17412374.0 17212548 0.0116
==========Running script at 2025-12-25 23:23:52, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bur26a 3.02 1.88 5430020.0 5426670 0.0006
bur26b 3.04 1.89 3818963.0 3817852 0.0003
bur26c 3.01 1.89 5426795.0 5426795 0.0000
==========Running script at 2025-12-25 23:24:25, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
chr12a 2.26 1.17 9552.0 9552 0.0000
chr12b 2.30 1.20 9742.0 9742 0.0000
chr12c 2.30 1.21 11156.0 11156 0.0000
chr15a 2.34 1.24 9936.0 9896 0.0040
chr15b 2.35 1.24 7990.0 7990 0.0000
chr15c 2.34 1.23 9504.0 9504 0.0000
chr18a 2.56 1.44 11142.0 11098 0.0040
chr18b 2.57 1.45 1534.0 1534 0.0000
chr20a 2.67 1.55 2224.0 2192 0.0146
chr20b 2.66 1.55 2440.0 2298 0.0618
chr20c 2.66 1.55 14150.0 14142 0.0006
chr22a 2.70 1.58 6524.0 6156 0.0598
chr22b 2.72 1.59 6608.0 6194 0.0668
chr25a 3.13 1.99 4212.0 3796 0.1096
els19 2.69 1.57 17412374.0 17212548 0.0116






backup
==========Running script at 2025-12-26 23:26:31, seed 42, iters 5000, batch_size 50, optimizer rmsprop 0.02, 1==========
bur26a 3.43 2.27 5427398.0 5426670 0.0001
bur26b 3.47 2.27 3818920.0 3817852 0.0003
bur26c 3.43 2.26 5427059.0 5426795 0.0000
bur26d 3.43 2.26 3821288.0 3821225 0.0000
bur26e 3.42 2.25 5387476.0 5386879 0.0001
bur26f 3.42 2.26 3782215.0 3782044 0.0000
bur26g 3.46 2.27 10118693.0 10117172 0.0002
bur26h 3.43 2.27 7099841.0 7098658 0.0002
chr12a 2.30 1.21 9552.0 9552 0.0000
chr12b 2.30 1.22 9742.0 9742 0.0000
chr12c 2.31 1.22 11156.0 11156 0.0000
chr15a 2.46 1.33 9936.0 9896 0.0040
chr15b 2.44 1.32 7990.0 7990 0.0000
chr15c 2.45 1.33 9504.0 9504 0.0000
chr18a 2.79 1.64 11624.0 11098 0.0474
chr18b 2.77 1.64 1534.0 1534 0.0000
chr20a 2.95 1.83 2224.0 2192 0.0146
chr20b 2.94 1.83 2402.0 2298 0.0453
chr20c 2.96 1.83 14154.0 14142 0.0008
chr22a 3.04 1.89 6432.0 6156 0.0448
chr22b 3.03 1.89 6588.0 6194 0.0636
chr25a 3.56 2.38 3974.0 3796 0.0469
els19 2.97 1.84 17392532.0 17212548 0.0105
esc128 129.62 126.57 64.0 64 0.0000
esc16a 2.33 1.27 68.0 68 0.0000
esc16b 2.34 1.27 292.0 292 0.0000
esc16c 2.38 1.25 160.0 160 0.0000
esc16d 2.46 1.36 16.0 16 0.0000
esc16e 2.36 1.25 28.0 28 0.0000
esc16f 2.38 1.28 0.0 0 nan
esc16g 2.37 1.27 26.0 26 0.0000
esc16h 2.36 1.25 996.0 996 0.0000
esc16i 2.39 1.25 14.0 14 0.0000
esc16j 2.40 1.28 8.0 8 0.0000
esc32a 4.26 3.05 130.0 1.0 129.0000
esc32b 4.28 3.06 168.0 1.0 167.0000
esc32c 4.24 3.05 642.0 1.0 641.0000
esc32d 4.25 3.06 200.0 1.0 199.0000
esc32e 4.24 3.05 2.0 2 0.0000
esc32g 4.27 3.06 6.0 6 0.0000
esc32h 4.25 3.06 438.0 1.0 437.0000
esc64a 19.20 17.65 116.0 1.0 115.0000
had12 2.33 1.23 1652.0 1652 0.0000
had14 2.41 1.29 2724.0 2724 0.0000
had16 2.36 1.25 3720.0 3720 0.0000
had18 2.76 1.64 5358.0 5358 0.0000
had20 2.94 1.82 6922.0 6922 0.0000
kra30a 3.90 2.71 88900.0 88900 0.0000
kra30b 3.90 2.71 91520.0 91420 0.0011
kra32 4.25 3.06 88700.0 88900 -0.0022
lipa20a 2.93 1.82 3683.0 3683 0.0000
lipa20b 2.94 1.83 27076.0 27076 0.0000
lipa30a 3.91 2.71 13178.0 13178 0.0000
lipa30b 3.87 2.71 151426.0 151426 0.0000
lipa40a 6.42 5.19 31907.0 31538 0.0117
lipa40b 6.39 5.19 476581.0 476581 0.0000
lipa50a 11.24 9.88 62737.0 62093 0.0104
lipa50b 11.25 9.89 1210244.0 1210244 0.0000
lipa60a 17.50 16.04 108248.0 107218 0.0096
lipa60b 17.50 16.04 2520135.0 2520135 0.0000
lipa70a 34.70 33.10 171163.0 169755 0.0083
lipa70b 34.75 33.12 4603200.0 4603200 0.0000
lipa80a 45.86 44.07 255248.0 253195 0.0081
lipa80b 45.89 44.09 7763962.0 7763962 0.0000
lipa90a 62.45 60.46 363347.0 360630 0.0075
lipa90b 61.94 59.97 12490441.0 12490441 0.0000
nug12 2.30 1.22 578.0 578 0.0000
nug14 2.42 1.27 1014.0 1014 0.0000
nug15 2.45 1.34 1150.0 1150 0.0000
nug16a 2.34 1.26 1610.0 1610 0.0000
nug16b 2.36 1.25 1240.0 1240 0.0000
nug17 2.87 1.78 1732.0 1732 0.0000
nug18 2.81 1.65 1930.0 1930 0.0000
nug20 2.95 1.83 2570.0 2570 0.0000
nug21 3.15 1.98 2438.0 2438 0.0000
nug22 3.03 1.89 3596.0 3596 0.0000
nug24 3.34 2.20 3488.0 3488 0.0000
nug25 3.56 2.38 3746.0 3744 0.0005
nug27 3.77 2.60 5238.0 5234 0.0008
nug28 3.83 2.68 5166.0 5166 0.0000
nug30 3.92 2.70 6124.0 6124 0.0000
rou12 2.31 1.22 235528.0 235528 0.0000
rou15 2.44 1.33 354210.0 354210 0.0000
rou20 2.94 1.83 725662.0 725522 0.0002
scr12 2.32 1.24 31410.0 31410 0.0000
scr15 2.47 1.33 51140.0 51140 0.0000
scr20 2.94 1.83 110058.0 110030 0.0003
sko100a 77.49 75.31 152832.0 152002 0.0055
sko100b 77.49 75.36 154758.0 153890 0.0056
sko100c 77.46 75.32 148406.0 147862 0.0037
sko100d 77.51 75.30 150588.0 149576 0.0068
sko100e 77.48 75.31 150268.0 149150 0.0075
sko100f 77.47 75.29 150158.0 149036 0.0075
sko42 7.48 6.18 15864.0 15812 0.0033
sko49 11.82 10.45 23434.0 23386 0.0021
sko56 14.00 12.59 34576.0 34458 0.0034
sko64 19.21 17.66 48676.0 48498 0.0037
sko72 36.53 34.89 66652.0 66256 0.0060
sko81 50.43 48.65 91610.0 90998 0.0067
sko90 61.95 59.99 116308.0 115534 0.0067
ste36a 5.60 4.38 9536.0 9526 0.0010
ste36b 5.59 4.39 15852.0 15852 0.0000
ste36c 5.61 4.39 8254628.0 8239110 0.0019
tai100a 77.43 75.28 21521652.0 21052466 0.0223
tai100b 77.49 75.32 1207651874.0 1185996137 0.0183
tai10a 8.54 6.44 135028.0 1.0 135027.0000
tai10b 2.29 1.18 1183760.0 1.0 1183759.0000
tai12a 2.31 1.22 224416.0 224416 0.0000
tai12b 2.31 1.22 39464925.0 39464925 0.0000
tai150b 199.53 195.98 508232821.0 498896643 0.0187
tai15a 2.47 1.33 388250.0 388214 0.0001
tai15b 2.46 1.34 51784867.0 51765268 0.0004
tai17a 2.91 1.78 491812.0 491812 0.0000
tai20a 2.94 1.82 705622.0 703482 0.0030
tai20b 2.95 1.82 122455319.0 122455319 0.0000
tai25a 3.54 2.38 1172026.0 1167256 0.0041
tai25b 3.54 2.38 344355646.0 344355646 0.0000
tai30a 3.88 2.71 1837850.0 1818146 0.0108
tai30b 3.92 2.70 638950165.0 637117113 0.0029
tai35a 13.36 11.07 2465240.0 2422002 0.0179
tai35b 6.40 5.17 283898562.0 283315445 0.0021
tai40a 6.43 5.18 3194884.0 3139370 0.0177
tai40b 6.41 5.18 641468282.0 637250948 0.0066
tai50a 11.24 9.89 5043216.0 4938796 0.0211
tai50b 11.24 9.89 461515183.0 458821517 0.0059
tai60a 17.52 16.04 7370090.0 7205962 0.0228
tai60b 17.51 16.04 615881620.0 608215054 0.0126
tai64c 19.19 17.65 1856396.0 1855928 0.0003
tai80a 45.85 44.06 13840800.0 13499184 0.0253
tai80b 45.88 44.07 829543634.0 818415043 0.0136
tho150 199.55 195.98 8217738.0 8133398 0.0104
tho30 3.90 2.70 149998.0 149936 0.0004
tho40 6.42 5.18 240620.0 240516 0.0004
wil100 77.48 75.31 274118.0 273038 0.0040
wil50 11.26 9.90 48904.0 48816 0.0018



==========Running script at 2025-12-26 13:11:13, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
tai125e01 129.10 126.33 41404.0 1.0 41403.0000
tai125e02 129.08 126.32 41862.0 1.0 41861.0000
tai125e03 129.22 126.45 37046.0 1.0 37045.0000
tai125e04 128.95 126.18 39358.0 1.0 39357.0000
tai125e05 128.99 126.24 45950.0 1.0 45949.0000
tai343e01 1208.70 1202.46 170892.0 1.0 170891.0000
tai343e02 1208.70 1202.42 172312.0 1.0 172311.0000
tai343e03 1208.67 1202.40 161848.0 1.0 161847.0000
tai343e04 1208.52 1202.29 183386.0 1.0 183385.0000
tai343e05 1208.64 1202.41 160388.0 1.0 160387.0000
tai729e01 5762.51 5755.77 499558.0 1.0 499557.0000
tai729e02 5762.94 5756.26 497560.0 1.0 497559.0000
tai729e03 5763.14 5756.32 451388.0 1.0 451387.0000
tai729e04 5763.06 5756.32 466926.0 1.0 466925.0000
tai729e05 5762.24 5755.46 490024.0 1.0 490023.0000
tai729e06 5762.40 5755.69 479772.0 1.0 479771.0000

==========Running script at 2025-12-26 13:37:00, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
